Timestamp,Email or phone number (for the $50 Amazon gift card giveaway),What year are you?,What's your major, How do you usually study for exams? (Select all that apply),What tools do you currently use for studying? (Select all that apply),"If you use AI for studying, what do you use it for? (Select all that apply)", What's your biggest frustration when studying? (optional)," If an AI tutor could do ONE thing perfectly for you, what would it be? (optional)",Would you use an AI tutor connected to your actual course materials and grades?
2/28/2026 1:12:30,c90e5l4l@bbi.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)","Re-read notes & textbook, Watch YouTube & video explanations, Study groups","ChatGPT & Claude & AI chatbots, Quizlet, Notion, Google Docs & Slides","Explaining concepts I don't understand, Generating practice questions, Writing assistance",Not knowing what to focus on,Detect the precise misconception,"Yeah, that sounds super useful"
2/28/2026 1:12:31,uu2zqet1@ccv.xintaitong.com,Sophomore,Business & Econ,"Re-read notes & textbook, Flashcards (physical or digital), Study groups, AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Quizlet, Google Docs & Slides, Khan Academy","Explaining concepts I don't understand, Generating practice questions, Checking my work & homework help",Distractions,Adjust in real time if I’m still confused,"Probably not / No, I prefer studying on my own"
2/28/2026 1:14:09,pp7juyeh@ccv.xintaitong.com,Sophomore,Business & Econ,"Practice problems & past exams, Watch YouTube & video explanations","ChatGPT & Claude & AI chatbots, Anki","Summarizing readings & notes, Checking my work & homework help","Financial strain due to high tuition and living costs, requiring part-time work.
","Organize my schedule and prioritize tasks efficiently.
","Yeah, that sounds super useful"
2/28/2026 1:14:09,knubos0b@ccv.xintaitong.com,Sophomore,Humanities & Social Science,"Re-read notes & textbook, Practice problems & past exams","Anki, Notion","Explaining concepts I don't understand, Generating practice questions","Struggling with self-management and procrastination.
","Create personalized study plans for exams.
",Maybe — depends on how it works
2/28/2026 1:14:09,oj6rdccn@ccv.xintaitong.com,Sophomore,Business & Econ,"Practice problems & past exams, Study groups",ChatGPT & Claude & AI chatbots,"Generating practice questions, Writing assistance","Struggling with self-management and procrastination.
","Guide me through assignments step by step.
",Maybe — depends on how it works
2/28/2026 1:14:09,b21u0a6z@bbi.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)","Practice problems & past exams, Watch YouTube & video explanations","Quizlet, Anki","Explaining concepts I don't understand, Checking my work & homework help","Neglecting health due to stress, affecting my physical and mental well-being.
","Organize my schedule and prioritize tasks efficiently.
","Yeah, that sounds super useful"
2/28/2026 1:14:09,vhv77q5n@ccv.xintaitong.com,Sophomore,Humanities & Social Science,"Watch YouTube & video explanations, Study groups","Quizlet, Anki","Summarizing readings & notes, Generating practice questions","Academic difficulties with writing and tough courses.
","Create personalized study plans for exams.
",Maybe — depends on how it works
2/28/2026 1:14:09,goxyyrgs@bbi.youngestsd.com,Sophomore,Business & Econ,"Watch YouTube & video explanations, Study groups","ChatGPT & Claude & AI chatbots, Quizlet","Generating practice questions, Checking my work & homework help","Financial strain due to high tuition and living costs, requiring part-time work.
","Guide me through assignments step by step.
",Maybe — depends on how it works
2/28/2026 1:14:09,he98zw99@bbi.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)","Practice problems & past exams, Flashcards (physical or digital)","Anki, Notion","Summarizing readings & notes, Generating practice questions","Academic pressure from heavy workloads and exam stress.
","Help me understand difficult concepts in my own pace.
","Yeah, that sounds super useful"
2/28/2026 1:14:16,aakmhxen@ccv.xintaitong.com,Sophomore,Humanities & Social Science,"Re-read notes & textbook, Practice problems & past exams, Watch YouTube & video explanations",Anki,"Explaining concepts I don't understand, Generating practice questions, Checking my work & homework help","Social adjustment issues, including loneliness and anxiety.
","Keep me motivated and focused, avoiding procrastination.
","Yeah, that sounds super useful"
2/28/2026 1:14:17,rrvuxi34@bbi.youngestsd.com,Sophomore,Arts & Design,"Practice problems & past exams, Watch YouTube & video explanations",Quizlet,"Generating practice questions, Checking my work & homework help","Academic difficulties with writing and tough courses.
","Keep me motivated and focused, avoiding procrastination.
","Yeah, that sounds super useful"
2/28/2026 1:14:18,i3as882z@bbi.youngestsd.com,Sophomore,Arts & Design,"Re-read notes & textbook, Flashcards (physical or digital)",Anki,"Explaining concepts I don't understand, Generating practice questions, Checking my work & homework help","Social adjustment issues, including loneliness and anxiety.
","Advise me on career paths based on my interests and goals.
","Yeah, that sounds super useful"
2/28/2026 1:14:21,kss2v7zg@bbi.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)","Re-read notes & textbook, Watch YouTube & video explanations","ChatGPT & Claude & AI chatbots, Notion","Explaining concepts I don't understand, Checking my work & homework help","Academic pressure from heavy workloads and exam stress.
","Help me understand difficult concepts in my own pace.
","Yeah, that sounds super useful"
2/28/2026 1:18:00,z5rr4aqi@ccv.xintaitong.com,Freshman,Humanities & Social Science,"Re-read notes & textbook, Practice problems & past exams, Study groups","ChatGPT & Claude & AI chatbots, Anki, Google Docs & Slides, Khan Academy, Chegg & Course Hero","Explaining concepts I don't understand, Generating practice questions, Writing assistance",Not knowing what to focus on,Adjust in real time if I’m still confused,
2/28/2026 1:18:07,lbiyx66h@bbi.youngestsd.com,Junior,Health & Pre-med,"Re-read notes & textbook, Practice problems & past exams, Flashcards (physical or digital), Study groups","ChatGPT & Claude & AI chatbots, Quizlet, Notion, Chegg & Course Hero, None really — just my notes","Explaining concepts I don't understand, Summarizing readings & notes, Checking my work & homework help, I don't use AI for studying","Studying but not remembering
",Use an explanation style that matches how I think,
2/28/2026 1:18:43,uwf6kxqa@ccv.xintaitong.com,Sophomore,Humanities & Social Science,"Flashcards (physical or digital), Watch YouTube & video explanations, Study groups, AI tools (ChatGPT, Claude, etc.), Tutoring (in-person or online)","ChatGPT & Claude & AI chatbots, Anki, Notion, Khan Academy","Summarizing readings & notes, Generating practice questions, Checking my work & homework help","Financial strain due to high tuition and living costs, requiring part-time work.
","Organize my schedule and prioritize tasks efficiently.
","Yeah, that sounds super useful"
2/28/2026 1:18:45,a7zr02zb@bbi.youngestsd.com,Senior,"(CS, Engineering, Math, Science)","Re-read notes & textbook, Flashcards (physical or digital), Watch YouTube & video explanations, AI tools (ChatGPT, Claude, etc.)","Anki, Notion, Google Docs & Slides, Chegg & Course Hero","Explaining concepts I don't understand, Summarizing readings & notes, Generating practice questions, Checking my work & homework help, Writing assistance","Neglecting health due to stress, affecting my physical and mental well-being.
","Advise me on career paths based on my interests and goals.
",Maybe — depends on how it works
2/28/2026 2:01:31,owkeuaxbl@vva.xintaitong.com,Freshman,Business & Econ,"Practice problems & past exams, Watch YouTube & video explanations",,Generating practice questions,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/28/2026 2:01:32,lxmlbft92@vva.xintaitong.com,Freshman,Business & Econ,"Practice problems & past exams, Watch YouTube & video explanations",,Generating practice questions,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/28/2026 2:01:31,zwurbq3gw@rrc.rehearsalk.com,Freshman,Business & Econ,"Practice problems & past exams, Watch YouTube & video explanations",Anki,Generating practice questions,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/28/2026 2:01:32,b3hj2jday@rrc.rehearsalk.com,Freshman,Business & Econ,"Practice problems & past exams, Watch YouTube & video explanations",,Generating practice questions,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/28/2026 2:01:31,74hmz3loc@rrc.rehearsalk.com,Freshman,Business & Econ,"Practice problems & past exams, Watch YouTube & video explanations",Anki,Generating practice questions,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/28/2026 2:01:31,e0fpjsb3f@rrc.rehearsalk.com,Freshman,Business & Econ,"Practice problems & past exams, Watch YouTube & video explanations",,Generating practice questions,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/28/2026 2:01:31,odrl8wylp@rrc.rehearsalk.com,Freshman,Business & Econ,"Practice problems & past exams, Watch YouTube & video explanations",Anki,Generating practice questions,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/28/2026 2:01:31,ys0rd5f14@vva.xintaitong.com,Freshman,Business & Econ,"Practice problems & past exams, Watch YouTube & video explanations",Anki,Generating practice questions,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/28/2026 2:01:31,gu1i906rp@vva.xintaitong.com,Freshman,Business & Econ,"Practice problems & past exams, Watch YouTube & video explanations",,Generating practice questions,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/28/2026 2:01:31,lr2kx4rs4@rrc.rehearsalk.com,Freshman,Business & Econ,"Practice problems & past exams, Watch YouTube & video explanations",,Generating practice questions,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/28/2026 2:01:31,pl25wpp0r@vva.xintaitong.com,Freshman,Business & Econ,"Practice problems & past exams, Watch YouTube & video explanations",Anki,Generating practice questions,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/28/2026 2:01:31,m6z6t4n87@vva.xintaitong.com,Freshman,Business & Econ,"Practice problems & past exams, Watch YouTube & video explanations",Anki,Generating practice questions,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/28/2026 2:07:26,cy7ctkllr@vva.xintaitong.com,Freshman,"(CS, Engineering, Math, Science)",Practice problems & past exams,Quizlet,Generating practice questions,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/28/2026 2:07:26,cohf4z0iw@vva.xintaitong.com,Freshman,"(CS, Engineering, Math, Science)",Practice problems & past exams,Quizlet,Generating practice questions,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/28/2026 2:07:26,uszyq1zay@rrc.rehearsalk.com,Freshman,"(CS, Engineering, Math, Science)",Practice problems & past exams,Quizlet,Generating practice questions,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
2/28/2026 2:07:26,aq2dekrsg@rrc.rehearsalk.com,Freshman,"(CS, Engineering, Math, Science)",Practice problems & past exams,Quizlet,Generating practice questions,"Losing focus easily – distractions from phone, noise, or wandering thoughts.",Adapting the explanation to your exact learning style,"Yeah, that sounds super useful"
